name,county,ward_code,ward_name,political_party,gender
NDUNDI HARON TETE,KILIFI,60,SHIMO LA TEWA,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
NDUNE ANTONY NZAKA,KILIFI,67,MWAWESA,AMANI NATIONAL CONGRESS,Male
NDUNE VENANT MWINGA,KILIFI,67,MWAWESA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
NGALA MICHAEL KATANA,KILIFI,82,GONGONI,MAENDELEO CHAP CHAP PARTY,Male
NGALA WINSTONE WILSONDE,KILIFI,61,CHASIMBA,INDEPENDENT,Male
NGALE TIMOTHY AMOS,KILIFI,68,RURUMA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
NGANA MOHAMED SAID,KILIFI,54,DABASO,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
NGETSO JAPHET NYALE,KILIFI,81,MAGARINI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
NGIRANI BENSON KARISA,KILIFI,71,GANZE,INDEPENDENT,Male
NGOLO JULIUS KITONGA,KILIFI,60,SHIMO LA TEWA,MAENDELEO CHAP CHAP PARTY,Male
NGOME KHALIFA YUSUF,KILIFI,63,MARIAKANI,INDEPENDENT,Male
NGOME PETER BARAKA,KILIFI,54,DABASO,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
NGONYO DANIEL BAMBANYA,KILIFI,80,MARAFA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
NGORO GIDEON AMANI,KILIFI,74,SOKOKE,INDEPENDENT,Male
NGOWA FRANCIS CHENGO,KILIFI,76,KAKUYUNI,KENYA AFRICAN NATIONAL UNION,Male
NGOWA JAMES KATISHO,KILIFI,71,GANZE,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
NGOWA KARISA NYIRO,KILIFI,74,SOKOKE,JUBILEE PARTY,Male
NGOWA PETER ZIRO,KILIFI,84,GARASHI,ORANGE DEMOCRATIC MOVEMENT,Male
NGUMBAO HILLARY KASENA,KILIFI,81,MAGARINI,INDEPENDENT,Male
NGWIA KAHINDI KAINGU,KILIFI,54,DABASO,DEVOLUTION PARTY OF KENYA,Male
NJONGE YAHYA SALIM,KILIFI,60,SHIMO LA TEWA,KENYA AFRICAN NATIONAL UNION,Male
NOORDIN YASSIN MOHAMMED,KILIFI,65,KALOLENI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
NYALE CHARLES JANJI,KILIFI,58,JUNJU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
NYAMAI PETER KYALO,KILIFI,56,WATAMU,MAENDELEO CHAP CHAP PARTY,Male
NYAMAWI GRANTON KISEU,KILIFI,74,SOKOKE,MAENDELEO CHAP CHAP PARTY,Male
NYANJE ANDERSON MASHA,KILIFI,79,SHELLA,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
NYANJE MARTIN ZIRO,KILIFI,64,KAYAFUNGO,AMANI NATIONAL CONGRESS,Male
NYOKA JOSEPH MZUNGU,KILIFI,84,GARASHI,JUBILEE PARTY,Male
NYUNDO WILLIAM KAHINDI,KILIFI,53,KIBARANI,VIBRANT DEMOCRATIC PARTY,Male
NZAI BENJAMIN RANDU,KILIFI,54,DABASO,ECONOMIC FREEDOM PARTY,Male
NZAI BERNARD NGUMBAO MENZA,KILIFI,71,GANZE,CHAMA CHA MASHINANI,Male
NZAI EMMANUEL KADENGE,KILIFI,54,DABASO,JUBILEE PARTY,Male
NZAI JOHNSON RANDU,KILIFI,82,GONGONI,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
NZAI OSCAR AUSTIN,KILIFI,52,SOKONI,AMANI NATIONAL CONGRESS,Male
NZARO GEORGE KALAMA,KILIFI,79,SHELLA,KENYA AFRICAN NATIONAL UNION,Male
NZARO JAPHET KATANA CHAI,KILIFI,71,GANZE,INDEPENDENT,Male
NZIOKI RAMA MUDHAMI,KILIFI,63,MARIAKANI,SOCIAL DEMOCRATIC PARTY OF KENYA,Male
ODEYA JOSEPH WANYAMA,KILIFI,63,MARIAKANI,ORANGE DEMOCRATIC MOVEMENT,Male
OMAR NASSER ABDULLAHI,KILIFI,63,MARIAKANI,INDEPENDENT,Male
OTIENO CHRISTINE AKINYI,KILIFI,52,SOKONI,VIBRANT DEMOCRATIC PARTY,Female
PACHA ROBERT CHIRO,KILIFI,61,CHASIMBA,AMANI NATIONAL CONGRESS,Male
PERU GILBERT SUPAI,KILIFI,52,SOKONI,ORANGE DEMOCRATIC MOVEMENT,Male
PIRI JEREMIAH MWATATA,KILIFI,55,MATSANGONI,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
PISHONI REUBEN KAINGU,KILIFI,84,GARASHI,UNITED DEMOCRATIC PARTY,Male
RAMA CHARLES KEAR,KILIFI,69,KAMBE RIBE,MAENDELEO CHAP CHAP PARTY,Male
RANDU THOMAS FAKUR,KILIFI,63,MARIAKANI,SHIRIKISHO PARTY OF KENYA,Male
RASI PATRTCK MWALIMU,KILIFI,62,MTEPENI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
RASSI JOACHIM NGALLA,KILIFI,62,MTEPENI,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
RIGHO SAMUEL MDZOMBA,KILIFI,74,SOKOKE,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
RIJANI EDISON SUNDAY KAI,KILIFI,51,TEZO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
RUA MOHAMED JUMA,KILIFI,62,MTEPENI,MAENDELEO CHAP CHAP PARTY,Male
RUNYA DZOMBO MWAJANJI,KILIFI,52,SOKONI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
RUWA NELSON KILUMO,KILIFI,71,GANZE,DEVOLUTION PARTY OF KENYA,Male
RUWA STEPHEN NDZAI,KILIFI,60,SHIMO LA TEWA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
SAID HASSAN MOHAMED,KILIFI,55,MATSANGONI,ORANGE DEMOCRATIC MOVEMENT,Male
SALIM NAYIF AWADH,KILIFI,63,MARIAKANI,KENYA AFRICAN NATIONAL UNION,Male
SARO NATHANIEL NGOWA,KILIFI,75,JILORE,VIBRANT DEMOCRATIC PARTY,Male
SHALO LENNOX KITSAO,KILIFI,66,MWANAMWINGA,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
SHARIFF DAVID KINGI,KILIFI,55,MATSANGONI,JUBILEE PARTY,Male
SHENA DUNCAN MWAMBEGU,KILIFI,71,GANZE,AMANI NATIONAL CONGRESS,Male
SHIYUKA DOUGLAS BASANIA,KILIFI,78,MALINDI TOWN,UNITED DEMOCRATIC PARTY,Male
SHOKA HUMPHREY MUPE,KILIFI,73,JARIBUNI,KENYA AFRICAN NATIONAL UNION,Male
SHOKA WILSON KIREMA,KILIFI,61,CHASIMBA,JUBILEE PARTY,Male
SHOKOA SWALEHE RAMADHAN,KILIFI,58,JUNJU,DEVOLUTION PARTY OF KENYA,Male
SHUME DAVID MZUNGU,KILIFI,61,CHASIMBA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
SHUNGU ALFRED NGUMBAO,KILIFI,66,MWANAMWINGA,INDEPENDENT,Male
SHUTU ELVIS MWALIMU,KILIFI,56,WATAMU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
SHUTU GILBERT KAMBI,KILIFI,79,SHELLA,MAENDELEO CHAP CHAP PARTY,Male
SUDI KHALIFAN SALIM,KILIFI,79,SHELLA,UNITED DEMOCRATIC PARTY,Male
SULEIMAN MWAMUYE BASHIRI,KILIFI,62,MTEPENI,INDEPENDENT,Male
SWEDI OMAR SALIM,KILIFI,54,DABASO,KENYA AFRICAN NATIONAL UNION,Male
T K JOSEPH KATANA,KILIFI,73,JARIBUNI,INDEPENDENT,Male
TAURA ALPHONSE CHARO,KILIFI,57,MNARANI,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
TAURAH LAMECK MTALII,KILIFI,73,JARIBUNI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
TAWFIK MATANO ATHMAN,KILIFI,53,KIBARANI,MAENDELEO CHAP CHAP PARTY,Male
THOYA CHENGO BENEDICT,KILIFI,71,GANZE,ORANGE DEMOCRATIC MOVEMENT,Male
THOYA FREDRICK CHENGO,KILIFI,64,KAYAFUNGO,SHIRIKISHO PARTY OF KENYA,Male
THOYA GABRIEL BARAKA,KILIFI,52,SOKONI,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
THOYA GERALD IHA,KILIFI,75,JILORE,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
THOYA JOHN PHILIP,KILIFI,65,KALOLENI,JUBILEE PARTY,Male
THOYA JUMA CHENGO,KILIFI,57,MNARANI,SHIRIKISHO PARTY OF KENYA,Male
THUVA GEORGE MTAWALI,KILIFI,51,TEZO,AMANI NATIONAL CONGRESS,Male
TINGA STANLEY DENA,KILIFI,70,RABAI KISURUTINI,CHAMA CHA UZALENDO,Male
TSUMA BERNARD MDACHI,KILIFI,67,MWAWESA,NEW DEMOCRATS,Male
TSUMA EVANS L,KILIFI,67,MWAWESA,PROGRESSIVE PARTY OF KENYA,Male
TSUMA TSUMA MWANGOME,KILIFI,62,MTEPENI,AMANI NATIONAL CONGRESS,Male
TUNE SAMMY AMBARI,KILIFI,55,MATSANGONI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
TUVA TIMOTHY MWAMBOGO,KILIFI,85,SABAKI,INDEPENDENT,Male
UDZILE CEPHAS MWACHARO,KILIFI,58,JUNJU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
VENGO SAMUEL BAYA,KILIFI,84,GARASHI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
VUKO NOEL KALAMA,KILIFI,77,GANDA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
VUNA EVANS SHONGORO,KILIFI,67,MWAWESA,JUBILEE PARTY,Male
WALE JOSEPH CHULA,KILIFI,67,MWAWESA,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
WANDERA HEDRICK OUMA,KILIFI,78,MALINDI TOWN,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WANJE AISHA CHIKU,KILIFI,51,TEZO,DEVOLUTION PARTY OF KENYA,Female
WANJE KATANA ZIRO,KILIFI,64,KAYAFUNGO,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
WANJE NICKSON SULUBU,KILIFI,80,MARAFA,JUBILEE PARTY,Male
WARIO JOHN BAJILA,KILIFI,80,MARAFA,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
WARIO PHILIP EMMANUEL,KILIFI,80,MARAFA,INDEPENDENT,Male
WASI EDWARD SIFA,KILIFI,76,KAKUYUNI,VIBRANT DEMOCRATIC PARTY,Male
YAA ANDREW SHIDA,KILIFI,85,SABAKI,AMANI NATIONAL CONGRESS,Male
YAA DICKSON KARANI,KILIFI,54,DABASO,AMANI NATIONAL CONGRESS,Male
YAA MWARO MANGI,KILIFI,65,KALOLENI,SHIRIKISHO PARTY OF KENYA,Male
YAHYA HAKIM,KILIFI,78,MALINDI TOWN,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
YERI HENRY RANDU,KILIFI,83,ADU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
ZIRO JOSHUA LUGHANJE,KILIFI,74,SOKOKE,DEVOLUTION PARTY OF KENYA,Male
ZIRO WILFRED MWANGOME,KILIFI,61,CHASIMBA,SHIRIKISHO PARTY OF KENYA,Male
ZIRO WILSON NGOWA,KILIFI,81,MAGARINI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
ZOKA SIMEON NDUNE,KILIFI,68,RURUMA,SHIRIKISHO PARTY OF KENYA,Male
ERASTUS MATHEW IRERI,KIRINYAGA,507,NGARIAMA,INDEPENDENT,Male
GACHOKI PETER MBUTII,KIRINYAGA,504,KABARE,AGANO PARTY,Male
GACIRU BONIFACE MUNENE,KIRINYAGA,507,NGARIAMA,MAENDELEO CHAP CHAP PARTY,Male
GAKURU ALBERT MUCHIRI,KIRINYAGA,496,MUTITHI,NATIONAL RAINBOW COALITION- KENYA,Male
GAKURU GEOFFREY MURIMI,KIRINYAGA,510,KIINE,INDEPENDENT,Male
GATHIAKA BERNARD MUTUGI,KIRINYAGA,509,MUKURE,MAENDELEO CHAP CHAP PARTY,Male
GATHUKI JOHN KARIMI,KIRINYAGA,515,INOI,PARTY OF NATIONAL UNITY,Male
GATIMU JAMES MUTHEE,KIRINYAGA,502,GATHIGIRIRI,NATIONAL RAINBOW COALITION- KENYA,Male
GEOFFREY DANSON KATHIRU,KIRINYAGA,500,NYANGATI,INDEPENDENT,Male
GICHAIYA DINAH WANJA,KIRINYAGA,500,NYANGATI,INDEPENDENT,Female
GITARI ANDREW WACIRA,KIRINYAGA,515,INOI,INDEPENDENT,Male
GITARI JOHN MUCHIRA,KIRINYAGA,505,BARAGWI,INDEPENDENT,Male
GITHAE DANIEL KIBANYA,KIRINYAGA,514,KERUGOYA,NATIONAL RAINBOW COALITION- KENYA,Male
GITURE ERIC KARANI,KIRINYAGA,512,MUTIRA,JUBILEE PARTY,Male
KAARA ROWLAND NDAMBIRI,KIRINYAGA,505,BARAGWI,NATIONAL RAINBOW COALITION- KENYA,Male
KABUCUA JOHN MUTUGI,KIRINYAGA,509,MUKURE,INDEPENDENT,Male
KABURO JAMLECK NJOROGE,KIRINYAGA,504,KABARE,MAENDELEO CHAP CHAP PARTY,Male
KAHIGA JOSEPH SIMON KIGURU,KIRINYAGA,502,GATHIGIRIRI,MAENDELEO CHAP CHAP PARTY,Male
KAMAU HARON WAWERU,KIRINYAGA,498,THIBA,INDEPENDENT,Male
KAMICHA GEOFFREY GITHINJI,KIRINYAGA,513,KANYEKINI,NATIONAL RAINBOW COALITION- KENYA,Male
KANGA JOHN BAPTIST,KIRINYAGA,499,WAMUMU,JUBILEE PARTY,Male
KANGERI CYPRIAN KARANI,KIRINYAGA,499,WAMUMU,NATIONAL RAINBOW COALITION- KENYA,Male
KANIU PATRICK KIGIRA,KIRINYAGA,514,KERUGOYA,INDEPENDENT,Male
KARANI GEOFFREY NGONDI,KIRINYAGA,497,KANGAI,PARTY OF NATIONAL UNITY,Male
KARIMI FREDRICK MAINA,KIRINYAGA,515,INOI,INDEPENDENT,Male
KARIMI PETERSON KARIUKI WACHIRA,KIRINYAGA,514,KERUGOYA,INDEPENDENT,Male
KARINGA PETER MUTHII,KIRINYAGA,503,TEBERE,JUBILEE PARTY,Male
KARIUKI JEREMIAH MAKIMI,KIRINYAGA,511,KARITI,INDEPENDENT,Male
KARIUKI MORRIS GIKURI,KIRINYAGA,499,WAMUMU,MAENDELEO CHAP CHAP PARTY,Male
KARIUKO WILSON MWANGI,KIRINYAGA,506,NJUKIINI,MAENDELEO CHAP CHAP PARTY,Male
KARUIRU JOSEPH MUTAHI,KIRINYAGA,496,MUTITHI,AGANO PARTY,Male
KARUNJI THOMAS MUTUGI,KIRINYAGA,501,MURINDUKO,INDEPENDENT,Male
KARURI MORRIS KARIMI,KIRINYAGA,515,INOI,NATIONAL RAINBOW COALITION- KENYA,Male
KATHURI ELIUD MURIUKI,KIRINYAGA,507,NGARIAMA,PARTY OF NATIONAL UNITY,Male
KATHURI PIUS NJOGU,KIRINYAGA,498,THIBA,JUBILEE PARTY,Male
KATHURI TIMOTHY KARIUKI,KIRINYAGA,506,NJUKIINI,INDEPENDENT,Male
KENYATTA ANTONY MWANGI,KIRINYAGA,499,WAMUMU,INDEPENDENT,Male
KIAMA KENNETH CYRUS WACHIRA,KIRINYAGA,501,MURINDUKO,NATIONAL RAINBOW COALITION- KENYA,Male
KIBUCHI PAUL WANJOHI,KIRINYAGA,510,KIINE,INDEPENDENT,Male
KIBURI FELIX MURIITHI,KIRINYAGA,507,NGARIAMA,INDEPENDENT,Male
KIMARU GEORGE JUSTUS MWANGI,KIRINYAGA,513,KANYEKINI,MAENDELEO CHAP CHAP PARTY,Male
KIMOTHO KENNEDY MUNENE,KIRINYAGA,513,KANYEKINI,ORANGE DEMOCRATIC MOVEMENT,Male
KINYORI FRANCIS MAGONDU,KIRINYAGA,500,NYANGATI,INDEPENDENT,Male
KINYUA JACKSON WAWERU,KIRINYAGA,504,KABARE,INDEPENDENT,Male
KINYUA MUNENE ANTHONY,KIRINYAGA,508,KARUMANDI,JUBILEE PARTY,Male
KIRAGU SIMON WAITITU,KIRINYAGA,502,GATHIGIRIRI,INDEPENDENT,Male
KITHIBE ALFRED KARUNDO,KIRINYAGA,503,TEBERE,INDEPENDENT,Male
MACHURU MANASSEH WACHIRA MIANO,KIRINYAGA,496,MUTITHI,INDEPENDENT,Male
MAGU DENNIS GICHOBI,KIRINYAGA,504,KABARE,INDEPENDENT,Male
MAINA EDWIN KIRIMA,KIRINYAGA,510,KIINE,INDEPENDENT,Male
MAINA SAMUEL,KIRINYAGA,500,NYANGATI,JUBILEE PARTY,Male
MARIA EVANS KINYUA,KIRINYAGA,507,NGARIAMA,JUBILEE PARTY,Male
MATHENGE DAVID MUNYI,KIRINYAGA,505,BARAGWI,JUBILEE PARTY,Male
MBUGI ANTONY WACHIRA,KIRINYAGA,505,BARAGWI,INDEPENDENT,Male
MBUNGU DANIEL MURIITHI,KIRINYAGA,507,NGARIAMA,INDEPENDENT,Male
MICEU LAZARUS GICHOBI,KIRINYAGA,508,KARUMANDI,INDEPENDENT,Male
MILKA JOHN GITARI,KIRINYAGA,497,KANGAI,JUBILEE PARTY,Male
MITHAMO SIMON MAGONDU,KIRINYAGA,500,NYANGATI,INDEPENDENT,Male
MUCHANGA MICHAEL MBUGUA,KIRINYAGA,500,NYANGATI,MAENDELEO CHAP CHAP PARTY,Male
MUCHINA GUDSON PHILIP WACHIRA,KIRINYAGA,503,TEBERE,INDEPENDENT,Male
MUCHIRA JAIRUS NJUKI,KIRINYAGA,505,BARAGWI,INDEPENDENT,Male
MUCHIRI ANTONY NJOGU,KIRINYAGA,508,KARUMANDI,DEMOCRATIC PARTY OF KENYA,Male
MUCHIRI DAVID KAMAU,KIRINYAGA,505,BARAGWI,MAENDELEO CHAP CHAP PARTY,Male
MUCHIRI NICHOLAS MWANGI,KIRINYAGA,514,KERUGOYA,DEMOCRATIC PARTY OF KENYA,Male
MUGO JOHN WARUI,KIRINYAGA,509,MUKURE,NATIONAL RAINBOW COALITION- KENYA,Male
MUGO JOSEPH MAINA,KIRINYAGA,503,TEBERE,MAENDELEO CHAP CHAP PARTY,Male
MUKUBA GRACE NYAWIRA,KIRINYAGA,496,MUTITHI,PARTY OF NATIONAL UNITY,Female
MUNENE FRANCIS MURIITHI,KIRINYAGA,515,INOI,INDEPENDENT,Male
MUNENE HENRY MUCHIRI,KIRINYAGA,509,MUKURE,MZALENDO SABA SABA PARTY,Male
MUNENE MOSES MUTHII,KIRINYAGA,513,KANYEKINI,INDEPENDENT,Male
MUNENE REUBEN MUCHIRA,KIRINYAGA,514,KERUGOYA,INDEPENDENT,Male
MURAGE ISAAC WAGENI,KIRINYAGA,510,KIINE,INDEPENDENT,Male
MURAGURI JOHNSON MUNENE,KIRINYAGA,510,KIINE,JUBILEE PARTY,Male
MURANGO JAMES KAMAU,KIRINYAGA,514,KERUGOYA,JUBILEE PARTY,Male
MURERIA MARTIN MWANGI,KIRINYAGA,515,INOI,INDEPENDENT,Male
MURIITHI ELISHA MWANGI,KIRINYAGA,509,MUKURE,JUBILEE PARTY,Male
MURIITHI MICHAEL MWANGI,KIRINYAGA,511,KARITI,INDEPENDENT,Male
MURIITHI WILLIAM MURAGE,KIRINYAGA,512,MUTIRA,PARTY OF NATIONAL UNITY,Male
MURIUKI JOSIAH MUNENE,KIRINYAGA,502,GATHIGIRIRI,PARTY OF NATIONAL UNITY,Male
MUTHIGANI CHRISTOPHER MURIITHI,KIRINYAGA,503,TEBERE,PARTY OF NATIONAL UNITY,Male
MUTHIKE JOSEPH CHOMBA,KIRINYAGA,501,MURINDUKO,MAENDELEO CHAP CHAP PARTY,Male
MUTHURA JOSEPH KIRAGU,KIRINYAGA,498,THIBA,INDEPENDENT,Male
MWAI KINYUA JOSEPH,KIRINYAGA,515,INOI,INDEPENDENT,Male
MWAI SOLOMON MURIITHI,KIRINYAGA,514,KERUGOYA,INDEPENDENT,Male
MWANGI KENNETH ALEX MIGWI,KIRINYAGA,502,GATHIGIRIRI,FEDERAL PARTY OF KENYA,Male
MWANGI SYMON GITHINJI,KIRINYAGA,504,KABARE,INDEPENDENT,Male
MWANIKI DAVID MWANGI,KIRINYAGA,515,INOI,JUBILEE PARTY,Male
MWANIKI IKURI ZABLON,KIRINYAGA,500,NYANGATI,NATIONAL RAINBOW COALITION- KENYA,Male
MWANIKI TERESIA WARUGURU,KIRINYAGA,511,KARITI,NATIONAL RAINBOW COALITION- KENYA,Female
NDAMBIRI FREDRICK FUNDI,KIRINYAGA,506,NJUKIINI,JUBILEE PARTY,Male
NDAMBIRI KENNETH MWENDIA,KIRINYAGA,500,NYANGATI,INDEPENDENT,Male
NDAMBIRI NJUI,KIRINYAGA,504,KABARE,INDEPENDENT,Male
NDEGE EVAN KARIUKI,KIRINYAGA,501,MURINDUKO,JUBILEE PARTY,Male
NDEGE JEREMIAH MUNENE,KIRINYAGA,501,MURINDUKO,INDEPENDENT,Male
NDEGWA JOHN DANIEL KARIUKI,KIRINYAGA,500,NYANGATI,PARTY OF NATIONAL UNITY,Male
NDERI GEOFFREY RUKENYA,KIRINYAGA,497,KANGAI,NATIONAL RAINBOW COALITION- KENYA,Male
NDIOMI JOSEPH KAMURU,KIRINYAGA,503,TEBERE,INDEPENDENT,Male
NDUNGU JOEL WAGURA,KIRINYAGA,511,KARITI,JUBILEE PARTY,Male
NG'ANG'A HARRIISON MWANGI,KIRINYAGA,502,GATHIGIRIRI,INDEPENDENT,Male
NGIRIA HARRISON MWANGI,KIRINYAGA,513,KANYEKINI,JUBILEE PARTY,Male
NGUMI HARRISON MUCHIRA KIMANI,KIRINYAGA,508,KARUMANDI,INDEPENDENT,Male
NJAGA JAMES MUNGAI,KIRINYAGA,502,GATHIGIRIRI,INDEPENDENT,Male
NJAMWEA PATRICK GICHURU,KIRINYAGA,496,MUTITHI,INDEPENDENT,Male
NJANJO LAZARO MURIITHI,KIRINYAGA,496,MUTITHI,INDEPENDENT,Male
NJENGA KELVIN WACHIRA,KIRINYAGA,503,TEBERE,NATIONAL RAINBOW COALITION- KENYA,Male
NJERI AGNES WAITHIRA,KIRINYAGA,512,MUTIRA,MZALENDO SABA SABA PARTY,Female
NJERU ANTHONY KINYUA,KIRINYAGA,502,GATHIGIRIRI,ORANGE DEMOCRATIC MOVEMENT,Male
NJIRU PAUL WANJOHI,KIRINYAGA,502,GATHIGIRIRI,INDEPENDENT,Male
NJIRU PETER GITONGA,KIRINYAGA,499,WAMUMU,INDEPENDENT,Male
NJOMO PETER NGANGA,KIRINYAGA,496,MUTITHI,JUBILEE PARTY,Male
NJUKI CHARLES MUNENE,KIRINYAGA,505,BARAGWI,INDEPENDENT,Male
NJUKI SIMON MURIGU,KIRINYAGA,497,KANGAI,MAENDELEO CHAP CHAP PARTY,Male
NJUU BENSON MUNENE,KIRINYAGA,504,KABARE,NATIONAL RAINBOW COALITION- KENYA,Male
NYAGA JOSEPH GITARI,KIRINYAGA,504,KABARE,INDEPENDENT,Male
NYAGA PATRICK CHOMBA,KIRINYAGA,504,KABARE,JUBILEE PARTY,Male
NYAMU DANIEL NJAGI,KIRINYAGA,504,KABARE,SAFINA,Male
NYAMU SAMUEL MUCHIRI,KIRINYAGA,500,NYANGATI,INDEPENDENT,Male
RIUNGA ANNA NJERI,KIRINYAGA,506,NJUKIINI,NATIONAL RAINBOW COALITION- KENYA,Female
RURU JOSEPH MUNGAI,KIRINYAGA,502,GATHIGIRIRI,JUBILEE PARTY,Male
WACHIRA JOHN MWAI,KIRINYAGA,501,MURINDUKO,INDEPENDENT,Male
WAIRIMU PETER NDIRITU,KIRINYAGA,510,KIINE,NATIONAL RAINBOW COALITION- KENYA,Male
WAMBU JAMES NJIRU,KIRINYAGA,497,KANGAI,INDEPENDENT,Male
WANGUI DAVID KINYUA,KIRINYAGA,512,MUTIRA,INDEPENDENT,Male
WANJOHI DAVID MUTHII,KIRINYAGA,509,MUKURE,INDEPENDENT,Male
WANYIRI ISAAC MWANGI,KIRINYAGA,498,THIBA,NATIONAL RAINBOW COALITION- KENYA,Male
ABAI SETH OMBESE,KISII,1344,KITUTU CENTRAL,INDEPENDENT,Male
ABEL OMOSA ABUGA,KISII,1330,KIAMOKAMA,KENYA SOCIAL CONGRESS,Male
ABERE EDWIN OSEKO,KISII,1312,BOOCHI BORABU,INDEPENDENT,Male
ABIBO ANDREW MOGERE,KISII,1304,RIANA,PEOPLES DEMOCRATIC PARTY,Male
ABUGA SAMSON MOGUSU,KISII,1311,BOMBABA BORABU,PEOPLES DEMOCRATIC PARTY,Male
ABUTA LIVINGSTONE ONTITI,KISII,1335,BIRONGO,THE NATIONAL VISION PARTY,Male
ABUYA WILLIAM ATATI,KISII,1314,MAGENCHE,INDEPENDENT,Male
ACHIRA RONALD ONGAGA,KISII,1309,MOTICHO,JUBILEE PARTY,Male
ACHOCHI JAPHET MWANIKI,KISII,1316,MASIGE EAST,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
AGANGA BENARD MOKORO,KISII,1304,RIANA,KENYA SOCIAL CONGRESS,Male
AGISI ANDREW OSEBE,KISII,1331,BOBARACHO,INDEPENDENT,Male
AKUMA ISAAC ONCHIRI,KISII,1315,MASIGE WEST,INDEPENDENT,Male
AKUNGA DICKSON MWEBI,KISII,1338,SENSI,INDEPENDENT,Male
ALBERT OINO MOINDE,KISII,1308,BORABU CHITAGO,INDEPENDENT,Male
AMBOGA SAMUEL ONTITA,KISII,1329,GESUSU,PARTY OF NATIONAL UNITY,Male
AMING'A DENNIS NYAMBOGA,KISII,1323,MAJOGE BASI,PEOPLES EMPOWERMENT PARTY,Male
AMWOMA PAUL MORANGA,KISII,1317,BASI CENTRAL,INDEPENDENT,Male
ANGWENYI FELIX MATOKE,KISII,1329,GESUSU,THE LABOUR PARTY OF KENYA,Male
ANGWENYI PAUL ONGERA,KISII,1338,SENSI,ORANGE DEMOCRATIC MOVEMENT,Male
ANGWENYI PEAVON NYANG'AU,KISII,1315,MASIGE WEST,KENYA SOCIAL CONGRESS,Male
ANUNDA JAMES AIKO ANYONA,KISII,1328,MASIMBA,ORANGE DEMOCRATIC MOVEMENT,Male
ANYEGA VINCENT ISIDORE,KISII,1342,BOGEKA,KENYA SOCIAL CONGRESS,Male
ANYONA CHARLES MASESE,KISII,1336,IBENO,REPUBLICAN LIBERTY PARTY,Male
ANYONA MOSES NYABWANSU,KISII,1319,BASI BOGETAORIO,MAENDELEO CHAP CHAP PARTY,Male
APEPO DANIEL OMBASA,KISII,1305,TABAKA,JUBILEE PARTY,Male
ARAKA JAMES METOBO,KISII,1305,TABAKA,PEOPLES EMPOWERMENT PARTY,Male
ARAMBA MOINDI PROTUS,KISII,1301,BOMARIBA,ORANGE DEMOCRATIC MOVEMENT,Male
ARATI RICHARD MASENO,KISII,1324,BOOCHI TENDERE,KENYA SOCIAL CONGRESS,Male
ARIEMBA MOISABI VINCENT,KISII,1304,RIANA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
ARIGA ZIPPORAH NYABOKE,KISII,1324,BOOCHI TENDERE,PROGRESSIVE PARTY OF KENYA,Female
ARIKA STEPHENS,KISII,1336,IBENO,JUBILEE PARTY,Male
ASIAGO ELIJAH OKEMWA,KISII,1330,KIAMOKAMA,CHAMA CHA MASHINANI,Male
ASIAGO JAMES OGANDA,KISII,1319,BASI BOGETAORIO,PROGRESSIVE PARTY OF KENYA,Male
